participant_id	handedness	preceding_condition
0025586	#	no active task
0025587	#	no active task
0025588	#	no active task
0025589	#	no active task
0025590	#	no active task
0025591	#	no active task
0025592	#	no active task
0025593	#	no active task
0025594	#	no active task
0025595	#	no active task
0025596	#	no active task
0025597	#	no active task
0025598	#	no active task
